SMI-Family
ISIN;CH0009980894;;;;CH0019399820;;;;CH0019399838;;;;CH0019399853;;;;CH0019399861;;;;CH0009987501;CH0017810976
SYMBOL;SMI;;;;SMIMC;;;;SMIM;;;;SMIEXC;;;;SMIEXP;;;;SXGE;SPIEX
NAME;SMI®;;;;SMIM® TR;;;;SMIM PR;;;;SMI Expanded TM TR;;;;SMI Expanded PR;;;;SPI® Gesamt Index TR;SPI Extra® TR
;Price;;;;Total-Return;;;;Price-Index;;;;Total-Return;;;;Price-Index;;;;Total-Return;Total-Return
YTDPerf.%;-8.190;-9.200;-8.270;-9.300;4.520;3.860;4.460;3.520;2.460;1.810;2.400;1.480;-4.000;-5.040;-4.140;-5.170;-6.950;-7.960;-7.090;-8.080;-4.590;2.900;
Date;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Close;Close;
29.06.2011;6042.49;6101.55;6106.45;6030.46;1542.40;1557.81;1561.46;1541.64;1288.20;1301.08;1304.12;1287.57;1093.44;1103.89;1104.86;1091.54;842.00;850.05;850.80;840.54;5605.22;1973.64;
28.06.2011;6002.07;6002.40;6044.98;5983.64;1531.30;1533.70;1539.43;1527.18;1278.94;1280.94;1285.73;1275.49;1086.33;1086.05;1093.27;1082.56;836.53;836.31;841.87;833.62;5516.99;1950.33;
27.06.2011;5972.89;5990.82;6013.58;5969.66;1532.06;1527.47;1537.68;1521.34;1279.58;1275.74;1284.26;1270.62;1081.41;1083.69;1087.48;1080.24;832.74;834.49;837.41;831.83;5501.55;1939.37;
24.06.2011;6043.58;5998.02;6060.82;5975.67;1553.00;1536.61;1555.26;1534.05;1297.06;1283.37;1298.95;1281.23;1094.87;1085.59;1096.95;1082.55;843.11;835.96;844.71;833.61;5514.85;1953.63;
23.06.2011;6087.14;5991.09;6107.81;5961.97;1570.04;1540.88;1570.68;1538.28;1311.82;1287.46;1312.36;1285.29;1102.80;1084.83;1105.54;1080.03;849.25;835.41;851.36;831.71;5510.97;1958.19;
22.06.2011;6171.56;6113.44;6171.70;6112.66;1577.16;1574.11;1582.72;1573.79;1318.56;1316.01;1323.21;1315.74;1116.37;1107.13;1116.42;1107.03;859.76;852.65;859.80;852.57;5623.13;1995.69;
21.06.2011;6128.00;6171.01;6172.10;6121.63;1558.91;1573.67;1574.53;1558.48;1303.30;1315.64;1316.37;1302.94;1108.55;1116.30;1116.45;1107.56;853.74;859.71;859.82;852.97;5664.03;1996.33;
20.06.2011;6073.06;6113.70;6126.87;6070.37;1562.06;1551.86;1562.85;1548.44;1305.94;1297.41;1306.60;1294.55;1100.17;1105.35;1107.55;1098.92;847.28;851.27;852.97;846.32;5608.39;1974.10;
17.06.2011;6123.83;6145.16;6181.96;6100.63;1567.25;1573.08;1573.31;1551.68;1311.60;1316.48;1316.67;1298.57;1108.33;1112.12;1117.92;1103.27;853.67;856.59;861.05;849.77;5644.42;1997.57;
16.06.2011;6152.23;6157.67;6164.17;6113.43;1579.76;1565.64;1580.57;1556.23;1322.07;1310.25;1322.75;1302.38;1114.04;1113.51;1115.49;1105.68;858.07;857.66;859.19;851.63;5651.51;1990.09;
15.06.2011;6249.41;6198.17;6260.81;6198.17;1605.99;1589.66;1606.71;1588.88;1344.02;1330.35;1344.62;1329.70;1131.77;1121.96;1133.28;1121.96;871.73;864.17;872.89;864.17;5697.99;2019.56;
14.06.2011;6222.76;6255.68;6269.78;6213.78;1603.58;1605.32;1610.54;1603.02;1342.00;1343.46;1347.83;1341.53;1127.94;1132.45;1134.89;1125.70;868.77;872.25;874.13;867.05;5748.31;2036.81;
10.06.2011;6253.85;6197.25;6272.47;6179.11;1619.70;1600.56;1620.10;1597.61;1355.50;1339.48;1355.82;1337.00;1133.11;1122.71;1135.89;1119.64;872.75;864.75;874.89;862.38;5706.65;2035.46;
09.06.2011;6248.64;6271.01;6295.72;6239.64;1616.74;1620.86;1623.27;1612.21;1353.01;1356.46;1358.48;1349.22;1132.23;1136.18;1140.32;1130.46;872.08;875.12;878.31;870.71;5773.29;2057.60;
08.06.2011;6308.65;6256.86;6314.79;6256.77;1636.85;1615.52;1637.39;1615.44;1369.85;1352.00;1370.30;1351.93;1143.63;1133.48;1144.38;1133.48;880.86;873.04;881.43;873.04;5759.01;2051.58;
07.06.2011;6352.89;6330.65;6377.86;6324.44;1650.66;1639.55;1651.84;1635.98;1381.40;1372.11;1382.39;1369.12;1151.40;1147.25;1155.71;1146.05;886.84;883.65;890.16;882.72;5827.97;2078.70;
06.06.2011;6386.71;6370.06;6409.62;6353.26;1657.23;1653.23;1662.97;1650.03;1386.90;1383.55;1391.70;1380.87;1157.13;1154.68;1161.75;1151.79;891.25;889.37;894.81;887.15;5864.95;2091.70;
03.06.2011;6416.85;6407.39;6449.03;6386.98;1666.71;1664.93;1668.68;1656.55;1394.84;1393.34;1396.49;1386.33;1164.07;1161.61;1168.55;1157.78;896.60;894.71;900.05;891.75;5902.92;2107.01;
01.06.2011;6566.24;6496.47;6567.32;6480.52;1680.08;1676.64;1685.23;1674.03;1406.74;1403.86;1411.05;1401.67;1186.78;1176.62;1187.07;1173.87;914.31;906.48;914.53;904.36;5977.84;2123.26;
31.05.2011;6532.25;6554.71;6575.80;6521.32;1668.90;1677.83;1682.12;1668.12;1397.38;1404.86;1408.45;1396.73;1181.41;1186.03;1189.73;1180.03;910.17;913.73;916.58;909.10;6023.04;2124.03;
30.05.2011;6484.73;6470.80;6500.91;6469.14;1661.06;1662.83;1665.87;1659.70;1390.82;1392.30;1394.84;1389.67;1173.91;1171.38;1176.18;1170.89;904.39;902.44;906.14;902.06;5951.74;2107.75;
27.05.2011;6511.21;6489.32;6521.73;6479.35;1662.45;1662.24;1666.63;1659.73;1391.98;1391.80;1395.48;1389.70;1177.46;1174.29;1179.80;1172.50;907.13;904.68;908.93;903.30;5965.95;2105.43;
26.05.2011;6487.68;6469.16;6492.06;6449.76;1657.16;1655.33;1659.94;1652.51;1387.55;1386.02;1389.88;1383.66;1173.43;1170.50;1174.50;1167.26;904.02;901.76;904.85;899.27;5947.06;2097.46;
25.05.2011;6426.20;6464.55;6478.53;6417.02;1652.46;1650.49;1655.31;1648.48;1383.61;1381.96;1386.00;1380.28;1162.84;1169.36;1171.76;1161.85;895.86;900.89;902.73;895.10;5942.82;2094.13;
24.05.2011;6438.82;6454.29;6466.51;6437.60;1653.12;1659.48;1663.87;1652.90;1384.17;1389.49;1393.17;1383.98;1165.63;1168.46;1170.66;1165.59;898.01;900.19;901.88;897.98;5939.98;2105.41;
23.05.2011;6472.30;6437.82;6482.56;6430.72;1676.66;1653.23;1676.66;1652.64;1404.57;1384.94;1404.57;1384.44;1173.09;1165.31;1174.19;1164.19;903.81;897.82;904.66;896.96;5924.71;2099.01;
20.05.2011;6591.33;6530.61;6604.55;6517.28;1694.89;1689.18;1701.81;1685.94;1419.84;1415.05;1425.64;1412.34;1192.97;1183.11;1195.75;1180.74;919.13;911.53;921.27;909.71;6013.29;2137.44;
19.05.2011;6562.75;6557.95;6577.33;6506.42;1686.53;1691.46;1695.44;1679.94;1412.84;1416.96;1420.30;1407.31;1187.85;1187.67;1191.02;1178.51;915.19;915.04;917.62;907.99;6034.88;2139.78;
18.05.2011;6535.79;6535.24;6541.89;6514.62;1686.58;1682.10;1688.12;1679.35;1412.88;1409.12;1414.16;1406.82;1183.21;1183.27;1184.40;1179.74;911.61;911.65;912.53;908.94;6012.85;2130.54;
17.05.2011;6555.79;6496.56;6560.55;6486.57;1693.64;1675.91;1695.24;1675.74;1418.79;1403.94;1420.13;1403.80;1187.99;1176.26;1188.02;1174.67;915.53;906.49;915.56;905.27;5976.68;2123.22;
16.05.2011;6546.70;6564.15;6578.61;6510.65;1699.07;1694.29;1704.34;1686.69;1423.34;1419.33;1427.76;1412.97;1186.47;1188.58;1191.68;1179.45;914.36;915.98;918.38;908.95;6042.12;2142.92;
13.05.2011;6592.60;6563.26;6602.10;6562.91;1709.91;1704.58;1714.00;1704.50;1432.42;1427.96;1435.85;1427.89;1193.80;1189.28;1196.24;1189.27;920.01;916.53;921.89;916.52;6045.46;2152.80;
12.05.2011;6516.83;6562.59;6562.59;6510.39;1708.94;1707.85;1709.17;1700.01;1431.61;1430.70;1431.80;1424.12;1182.39;1189.45;1189.45;1180.49;911.22;916.65;916.65;909.75;6046.77;2156.30;
11.05.2011;6549.27;6562.82;6575.64;6537.83;1710.06;1713.51;1717.30;1707.78;1434.63;1437.52;1440.70;1432.71;1187.59;1189.94;1192.16;1185.67;915.38;917.19;918.90;913.90;6050.83;2163.70;
10.05.2011;6495.11;6526.16;6549.41;6481.92;1702.29;1706.72;1711.41;1701.13;1428.10;1431.83;1435.76;1427.14;1177.99;1183.53;1187.57;1176.03;907.98;912.25;915.37;906.47;6021.84;2157.80;
09.05.2011;6506.44;6476.89;6526.91;6464.46;1702.48;1700.84;1710.59;1698.48;1429.57;1428.20;1436.38;1426.22;1180.01;1175.16;1183.92;1173.09;909.64;905.90;912.65;904.30;5979.96;2148.60;
06.05.2011;6465.53;6526.51;6545.29;6449.13;1688.97;1704.33;1704.41;1681.95;1419.75;1432.66;1432.72;1413.85;1171.53;1182.90;1185.83;1169.15;903.58;912.35;914.61;901.75;6017.89;2152.43;
05.05.2011;6481.18;6450.03;6485.06;6396.84;1695.65;1682.90;1698.91;1676.90;1425.36;1414.64;1428.10;1409.60;1174.60;1168.79;1175.65;1159.84;906.05;901.57;906.86;894.67;5947.07;2131.32;
04.05.2011;6503.53;6470.35;6547.43;6461.37;1701.96;1690.62;1706.14;1686.71;1430.66;1421.13;1434.18;1417.85;1179.26;1172.67;1186.08;1170.98;909.64;904.56;914.90;903.26;5966.00;2141.83;
03.05.2011;6519.23;6510.61;6533.65;6489.67;1706.42;1701.02;1707.94;1696.73;1434.41;1429.88;1435.69;1426.26;1182.57;1179.96;1184.04;1176.39;912.20;910.18;913.33;907.43;6004.14;2153.47;
02.05.2011;6568.46;6544.67;6569.49;6539.11;1708.76;1706.71;1709.07;1703.08;1439.42;1437.69;1439.69;1434.64;1185.24;1182.13;1186.10;1181.19;917.38;914.97;918.05;914.25;6019.20;2159.62;
29.04.2011;6534.98;6539.70;6555.69;6528.10;1700.76;1702.34;1702.83;1696.31;1433.90;1435.23;1435.64;1430.14;1179.75;1180.98;1183.42;1178.68;913.23;914.17;916.07;912.39;6013.04;2156.14;
28.04.2011;6502.98;6516.21;6516.79;6482.06;1699.12;1697.86;1699.26;1691.49;1432.51;1431.45;1432.63;1426.08;1174.57;1176.87;1176.87;1171.26;909.21;910.99;910.99;906.65;5994.01;2151.39;
27.04.2011;6491.63;6472.42;6510.27;6456.34;1696.88;1692.76;1697.70;1685.78;1430.62;1427.15;1431.32;1421.26;1172.53;1169.29;1175.44;1166.51;907.77;905.27;910.03;903.12;5954.55;2144.14;
26.04.2011;6468.36;6476.59;6498.53;6464.42;1689.03;1694.48;1694.52;1683.83;1424.00;1428.60;1428.63;1419.62;1167.81;1170.10;1173.45;1167.72;904.12;905.90;908.49;904.05;5959.25;2144.93;
21.04.2011;6475.53;6457.16;6478.96;6444.19;1679.22;1687.97;1687.97;1674.91;1415.73;1423.12;1423.12;1412.10;1167.19;1165.86;1169.23;1163.52;904.12;903.09;905.70;901.27;5937.46;2138.91;
20.04.2011;6388.80;6444.81;6453.88;6387.57;1650.97;1669.63;1669.63;1648.33;1399.14;1414.96;1414.96;1396.91;1151.09;1161.51;1162.48;1150.83;892.86;900.95;901.70;892.66;5919.50;2119.98;
19.04.2011;6267.26;6326.65;6365.94;6266.24;1637.53;1642.00;1647.04;1636.92;1387.75;1391.54;1395.82;1387.24;1131.28;1140.47;1147.10;1130.87;877.50;884.62;889.77;877.18;5817.71;2093.06;
18.04.2011;6363.75;6244.95;6366.68;6220.50;1659.72;1633.24;1660.41;1629.56;1406.56;1384.12;1407.14;1381.00;1146.15;1125.53;1147.08;1121.59;890.01;873.99;890.73;870.93;5748.19;2085.56;
15.04.2011;6385.42;6400.26;6402.13;6363.29;1648.85;1651.06;1651.06;1644.51;1398.30;1400.18;1400.18;1394.62;1141.37;1143.24;1143.45;1136.92;892.88;894.35;894.51;889.40;5833.94;2105.49;
14.04.2011;6337.86;6357.03;6391.44;6337.86;1652.85;1648.96;1659.09;1648.09;1401.70;1398.39;1406.98;1397.66;1134.64;1136.25;1142.50;1133.23;887.62;888.88;893.77;886.52;5799.70;2103.12;
13.04.2011;6371.06;6364.30;6407.44;6355.28;1657.66;1654.66;1659.53;1651.00;1407.09;1404.54;1408.67;1401.43;1138.93;1137.73;1144.81;1136.17;891.18;890.24;895.78;889.03;5807.59;2108.38;
12.04.2011;6393.41;6351.60;6407.85;6341.06;1661.98;1649.49;1662.73;1648.38;1410.75;1400.14;1411.39;1399.21;1143.27;1135.31;1145.21;1133.61;894.58;888.35;896.09;887.02;5794.53;2102.13;
11.04.2011;6446.06;6440.11;6461.63;6431.81;1673.02;1668.35;1676.09;1668.06;1420.13;1416.16;1422.72;1415.91;1152.65;1150.79;1154.80;1149.73;901.91;900.46;903.60;899.63;5874.37;2120.87;
08.04.2011;6488.75;6457.93;6495.70;6453.45;1671.98;1677.36;1681.33;1670.36;1419.24;1423.81;1427.17;1417.86;1158.38;1154.17;1160.13;1153.37;906.53;903.23;907.90;902.61;5889.89;2126.92;
07.04.2011;6457.45;6465.57;6507.80;6456.02;1674.85;1669.31;1675.69;1666.61;1421.68;1416.97;1422.38;1414.68;1153.93;1154.72;1161.75;1153.54;903.04;903.66;909.17;902.74;5892.11;2119.82;
06.04.2011;6449.80;6443.06;6459.91;6423.19;1671.06;1668.27;1673.69;1665.27;1418.46;1416.09;1420.69;1413.54;1152.84;1151.09;1154.02;1147.74;902.19;900.82;903.11;898.20;5876.73;2118.89;
05.04.2011;6421.81;6430.30;6437.85;6397.75;1669.16;1668.12;1672.45;1660.63;1416.85;1415.96;1419.64;1409.60;1147.35;1149.06;1150.48;1143.64;897.90;899.24;900.35;894.99;5871.62;2119.47;
04.04.2011;6423.88;6414.60;6432.20;6402.32;1668.12;1669.97;1669.97;1663.51;1415.96;1417.54;1417.54;1412.05;1148.34;1146.74;1149.30;1144.50;898.67;897.42;899.42;895.67;5862.34;2123.21;
01.04.2011;6391.76;6439.91;6447.09;6383.79;1650.49;1664.09;1665.37;1649.76;1401.00;1412.54;1413.63;1400.38;1138.11;1147.00;1148.20;1137.27;893.18;900.16;901.10;892.52;5865.28;2118.53;
31.03.2011;6401.06;6357.55;6402.62;6357.55;1656.91;1651.53;1658.05;1651.10;1407.04;1402.46;1408.00;1402.10;1140.27;1133.05;1140.27;1133.05;894.92;889.25;894.92;889.25;5791.55;2102.99;
30.03.2011;6390.56;6398.42;6413.75;6387.22;1653.58;1655.41;1658.96;1649.56;1404.21;1405.76;1408.77;1400.80;1138.98;1139.78;1142.06;1137.73;893.91;894.54;896.33;892.93;5821.82;2104.86;
29.03.2011;6371.90;6355.06;6380.94;6329.65;1648.28;1654.88;1654.88;1641.32;1399.71;1405.31;1405.31;1393.80;1134.45;1132.93;1136.46;1127.97;890.36;889.16;891.93;885.27;5788.64;2102.47;
28.03.2011;6361.82;6359.02;6382.80;6347.25;1641.90;1647.26;1648.02;1640.75;1394.29;1398.84;1399.48;1393.31;1132.79;1132.93;1136.54;1130.58;889.05;889.16;892.00;887.32;5785.24;2095.02;
25.03.2011;6346.12;6352.28;6373.66;6324.04;1635.51;1643.50;1643.50;1630.96;1391.28;1398.08;1398.08;1387.41;1129.59;1131.56;1134.40;1126.19;886.72;888.27;890.50;884.05;5775.40;2090.28;
24.03.2011;6243.02;6319.23;6322.08;6235.80;1611.65;1630.69;1630.84;1610.97;1370.99;1387.18;1387.31;1370.40;1111.90;1125.33;1125.65;1110.65;872.83;883.38;883.63;871.85;5744.20;2076.95;
23.03.2011;6200.64;6256.06;6263.67;6199.82;1599.37;1616.41;1616.79;1599.37;1360.53;1375.03;1375.36;1360.53;1104.44;1114.25;1115.42;1104.05;866.98;874.68;875.60;866.68;5690.02;2062.93;
22.03.2011;6232.90;6227.03;6251.86;6207.93;1607.26;1606.20;1611.17;1601.76;1367.25;1366.35;1370.58;1362.57;1109.75;1108.85;1112.92;1105.54;871.15;870.45;873.63;867.85;5663.18;2051.07;
21.03.2011;6164.82;6223.91;6227.97;6154.36;1580.77;1603.74;1603.74;1578.85;1345.14;1364.68;1364.68;1343.50;1096.49;1108.16;1108.55;1095.24;860.77;869.93;870.24;859.79;5659.92;2049.00;
18.03.2011;6106.17;6098.05;6141.28;6082.90;1560.54;1571.79;1574.11;1559.72;1327.92;1337.50;1339.47;1327.22;1086.32;1085.79;1092.52;1082.88;852.79;852.37;857.66;850.09;5548.33;2009.55;
17.03.2011;6029.09;6073.42;6097.38;6000.12;1541.18;1548.02;1553.68;1536.85;1312.76;1317.26;1322.08;1307.76;1072.86;1079.99;1083.92;1067.61;842.32;847.82;850.90;838.10;5513.89;1980.65;
16.03.2011;6121.94;6021.55;6144.11;6000.12;1568.56;1532.54;1578.32;1532.13;1336.09;1305.41;1344.40;1305.06;1089.40;1070.36;1093.09;1067.35;855.48;840.53;858.38;838.16;5466.82;1964.82;
15.03.2011;6153.47;6101.01;6174.67;6007.29;1595.62;1568.33;1596.37;1553.79;1359.15;1335.90;1359.79;1323.51;1097.00;1085.76;1099.22;1070.00;861.45;852.62;863.19;840.25;5542.25;1995.07;
14.03.2011;6307.37;6274.47;6341.46;6274.47;1615.81;1614.45;1622.43;1612.23;1376.34;1375.18;1381.98;1373.29;1121.31;1116.75;1127.84;1116.75;880.54;876.96;885.66;876.96;5696.11;2050.19;
11.03.2011;6345.95;6353.76;6384.20;6339.97;1635.48;1622.45;1637.95;1622.31;1393.10;1382.00;1395.20;1381.87;1129.81;1129.85;1135.79;1128.78;887.21;887.25;891.91;886.40;5763.76;2063.28;
10.03.2011;6412.54;6404.62;6440.94;6392.13;1658.06;1643.51;1660.13;1640.86;1412.33;1399.93;1414.09;1397.68;1142.33;1139.56;1146.55;1137.41;897.04;894.86;900.36;893.18;5810.40;2087.51;
09.03.2011;6515.72;6446.60;6521.69;6444.64;1673.59;1665.54;1681.04;1665.54;1425.56;1418.70;1431.90;1418.70;1158.69;1147.95;1160.97;1147.82;909.89;901.45;911.68;901.35;5855.85;2111.34;
08.03.2011;6522.44;6511.21;6551.88;6480.33;1674.58;1671.53;1677.29;1665.59;1426.40;1423.80;1428.71;1418.75;1161.11;1158.58;1165.40;1153.27;911.79;909.80;915.16;905.63;5907.56;2115.75;
07.03.2011;6509.38;6495.52;6558.55;6482.83;1664.28;1669.54;1678.79;1662.50;1417.62;1422.11;1429.99;1416.11;1156.75;1155.95;1166.55;1153.46;908.36;907.74;916.06;905.78;5890.47;2111.43;
04.03.2011;6619.19;6530.54;6620.92;6524.26;1666.88;1667.69;1673.22;1662.73;1419.84;1420.53;1425.24;1416.31;1174.60;1161.30;1175.84;1160.00;922.38;911.94;923.36;910.92;5916.78;2110.70;
03.03.2011;6604.81;6599.21;6626.25;6576.40;1655.58;1660.88;1663.32;1650.99;1410.21;1414.73;1416.81;1406.31;1171.98;1171.52;1175.53;1167.68;920.33;919.97;923.12;916.94;5964.12;2102.35;
02.03.2011;6570.71;6592.07;6607.37;6540.85;1642.42;1648.30;1648.33;1632.07;1399.01;1404.01;1404.04;1390.19;1159.75;1163.36;1165.55;1154.07;915.42;918.28;920.00;910.95;5923.29;2091.31;
01.03.2011;6638.30;6619.36;6667.13;6606.53;1656.55;1653.54;1664.10;1650.67;1411.04;1408.48;1417.47;1406.03;1171.15;1168.05;1176.17;1165.83;924.43;921.98;928.39;920.22;5962.11;2099.51;
28.02.2011;6530.10;6610.44;6633.32;6523.26;1632.43;1651.41;1651.57;1632.10;1390.49;1406.66;1406.80;1390.21;1151.74;1166.32;1169.69;1151.38;909.24;920.74;923.41;908.95;5952.30;2097.20;
25.02.2011;6532.95;6537.20;6564.96;6515.26;1622.11;1632.00;1636.47;1618.79;1381.71;1390.13;1393.94;1378.88;1151.95;1153.31;1158.00;1148.88;909.40;910.47;914.18;906.98;5889.33;2075.90;
24.02.2011;6557.67;6515.97;6562.06;6498.28;1626.13;1614.84;1626.13;1610.36;1385.13;1375.51;1385.13;1371.70;1155.88;1148.60;1156.46;1145.51;912.51;906.76;912.96;904.31;5865.20;2058.60;
23.02.2011;6594.84;6622.77;6649.95;6589.86;1651.27;1631.37;1653.58;1630.09;1406.89;1389.94;1408.86;1388.85;1157.05;1159.62;1164.89;1154.91;918.97;921.01;925.19;917.27;5921.66;2079.66;
22.02.2011;6648.62;6622.49;6650.38;6607.85;1652.75;1656.41;1656.41;1633.26;1408.16;1411.28;1411.28;1391.54;1165.06;1161.60;1165.54;1157.74;925.33;922.58;925.71;919.51;5938.76;2105.68;
21.02.2011;6716.00;6683.87;6739.13;6678.28;1674.64;1660.47;1676.12;1660.39;1426.81;1414.73;1428.07;1414.67;1177.32;1171.45;1181.22;1170.58;935.06;930.40;938.17;929.71;5991.43;2113.81;
18.02.2011;6721.56;6717.25;6727.28;6687.66;1676.51;1675.79;1678.69;1671.43;1428.39;1427.79;1430.25;1424.07;1178.51;1177.87;1179.61;1173.02;936.01;935.50;936.89;931.65;6023.95;2129.98;
17.02.2011;6723.74;6706.47;6736.45;6674.87;1686.35;1674.41;1686.79;1669.57;1436.78;1426.61;1437.16;1422.48;1180.27;1176.08;1181.68;1170.86;937.41;934.08;938.53;929.94;6015.67;2127.17;
16.02.2011;6698.65;6711.65;6721.77;6684.41;1684.98;1683.55;1686.86;1681.81;1435.62;1434.40;1437.22;1432.91;1175.15;1177.63;1179.38;1173.38;933.34;935.31;936.70;931.93;6020.98;2134.64;
15.02.2011;6667.92;6690.90;6696.95;6664.97;1690.47;1688.35;1692.70;1684.10;1440.29;1438.48;1442.19;1434.86;1171.67;1174.79;1175.78;1170.49;930.58;933.06;933.84;929.64;6008.18;2138.46;
14.02.2011;6693.69;6666.06;6700.28;6662.59;1682.84;1688.79;1692.04;1678.62;1433.79;1438.86;1441.63;1430.19;1174.16;1170.97;1175.92;1170.08;932.55;930.02;933.96;929.31;5991.42;2139.76;
11.02.2011;6600.89;6665.22;6669.98;6580.76;1666.74;1675.89;1677.93;1659.08;1420.07;1427.87;1429.61;1413.54;1158.15;1169.80;1170.65;1155.75;919.84;929.09;929.77;917.93;5984.07;2128.11;
10.02.2011;6609.67;6612.06;6618.03;6565.99;1680.27;1669.62;1680.42;1663.14;1431.60;1422.53;1431.73;1417.00;1161.67;1161.04;1162.69;1153.75;922.63;922.14;923.45;916.35;5937.18;2121.01;
09.02.2011;6645.03;6631.64;6658.19;6621.61;1682.79;1679.87;1688.00;1679.68;1433.74;1431.26;1438.19;1431.10;1167.18;1164.91;1169.65;1163.54;927.01;925.21;928.97;924.12;5957.99;2132.28;
08.02.2011;6608.40;6638.66;6638.88;6603.77;1678.91;1682.14;1683.05;1673.62;1430.44;1433.19;1433.97;1425.93;1161.64;1166.18;1166.21;1160.16;922.61;926.22;926.24;921.44;5964.91;2132.26;
07.02.2011;6608.71;6611.14;6653.46;6598.34;1670.26;1683.71;1684.21;1668.36;1423.07;1434.53;1434.96;1421.45;1160.71;1162.04;1167.90;1159.60;921.87;922.93;927.58;920.99;5944.37;2131.18;
04.02.2011;6571.62;6584.40;6589.14;6552.91;1662.41;1665.69;1668.11;1660.82;1416.39;1419.18;1421.24;1415.03;1154.11;1156.43;1157.18;1151.16;916.63;918.48;919.07;914.29;5913.03;2112.63;
03.02.2011;6547.70;6544.91;6564.28;6519.70;1656.49;1658.85;1660.73;1650.36;1411.34;1413.35;1414.95;1406.11;1150.12;1149.75;1152.79;1145.44;913.47;913.17;915.58;909.74;5878.80;2104.98;
02.02.2011;6546.60;6553.67;6587.16;6512.19;1660.72;1652.16;1669.74;1648.64;1414.94;1407.65;1422.63;1404.66;1150.20;1150.57;1157.01;1143.88;913.52;913.82;918.93;908.50;5884.26;2101.68;
01.02.2011;6517.79;6555.26;6571.59;6492.78;1640.91;1659.97;1661.10;1638.78;1398.07;1414.31;1415.27;1396.25;1144.10;1151.45;1153.99;1140.06;908.68;914.52;916.54;905.47;5886.51;2105.86;
31.01.2011;6511.18;6479.15;6514.17;6467.25;1642.07;1634.09;1645.46;1631.88;1399.06;1392.25;1401.94;1390.37;1142.96;1137.55;1143.45;1135.66;907.77;903.48;908.17;901.98;5814.95;2078.36;
28.01.2011;6547.97;6528.13;6593.23;6528.13;1654.35;1648.24;1658.24;1647.84;1409.52;1404.31;1412.84;1403.97;1149.20;1146.29;1157.20;1146.29;912.73;910.42;919.09;910.42;5854.77;2093.70;
27.01.2011;6563.09;6562.36;6585.78;6541.25;1645.33;1657.02;1659.76;1644.14;1402.38;1411.79;1414.13;1401.37;1151.03;1152.31;1155.87;1148.69;914.23;915.20;918.03;912.32;5883.83;2100.42;
26.01.2011;6602.31;6592.99;6615.93;6579.69;1629.11;1645.51;1648.43;1629.04;1388.56;1402.54;1405.03;1388.50;1156.44;1156.14;1159.61;1153.98;918.53;918.28;921.04;916.57;5899.17;2089.79;
25.01.2011;6618.11;6580.33;6623.36;6578.29;1628.86;1633.35;1635.91;1628.17;1388.35;1392.17;1394.36;1387.76;1159.12;1153.19;1159.59;1152.90;920.65;915.94;921.03;915.71;5881.97;2078.39;
24.01.2011;6586.42;6603.80;6612.51;6547.71;1632.82;1627.09;1634.01;1620.77;1391.73;1386.84;1392.74;1381.45;1153.85;1156.33;1157.72;1147.35;916.47;918.43;919.54;911.30;5900.09;2073.93;
21.01.2011;6529.62;6567.31;6595.71;6517.04;1627.77;1626.49;1631.23;1622.39;1387.42;1386.33;1390.36;1382.84;1145.34;1150.62;1155.33;1142.52;909.70;913.90;917.64;907.47;5876.14;2073.66;
20.01.2011;6534.98;6513.50;6543.81;6471.87;1642.34;1623.57;1644.61;1623.57;1399.84;1383.84;1401.77;1383.84;1146.23;1142.03;1148.01;1135.94;910.41;907.07;911.83;902.24;5833.43;2067.24;
19.01.2011;6659.24;6559.66;6659.87;6556.78;1660.80;1643.42;1664.56;1643.29;1415.57;1400.76;1418.78;1400.64;1167.72;1150.79;1167.73;1150.46;927.48;914.04;927.49;913.77;5880.81;2089.75;
18.01.2011;6593.30;6634.93;6656.28;6593.20;1654.49;1655.00;1663.38;1654.05;1410.19;1410.63;1417.77;1409.82;1157.00;1163.41;1167.30;1157.00;918.97;924.06;927.15;918.97;5944.79;2103.19;
17.01.2011;6570.14;6578.17;6588.14;6553.09;1664.43;1652.44;1664.43;1650.76;1418.66;1408.45;1418.66;1407.01;1154.22;1154.39;1156.19;1150.72;916.76;916.90;918.33;913.98;5902.84;2099.02;
14.01.2011;6552.05;6556.09;6561.30;6501.13;1664.70;1664.52;1670.51;1655.34;1418.90;1418.75;1423.85;1410.92;1151.16;1151.94;1152.97;1142.81;914.33;914.95;915.77;907.69;5888.19;2108.60;
13.01.2011;6608.36;6562.47;6613.20;6559.88;1680.12;1665.00;1680.12;1662.25;1432.04;1419.15;1432.04;1416.81;1161.72;1152.97;1161.88;1152.53;922.72;915.76;922.84;915.41;5889.90;2107.23;
12.01.2011;6555.94;6613.75;6617.92;6554.36;1665.46;1684.22;1684.22;1665.31;1419.55;1435.54;1435.54;1419.42;1152.76;1162.48;1163.00;1152.66;915.60;923.32;923.74;915.52;5936.84;2125.37;
11.01.2011;6454.39;6534.84;6542.64;6451.11;1640.32;1663.06;1663.65;1637.38;1398.12;1417.50;1418.00;1395.61;1133.91;1148.52;1149.73;1133.76;900.62;912.23;913.20;900.51;5866.99;2100.46;
